loc-stellarium-astrocalc	company	Stellarium, src/gui/AstroCalcDialog.cpp, function localSolarEclipse	https://github.com/Stellarium/stellarium/blob/master/src/gui/AstroCalcDialog.cpp	Read (var/downloads/stellarium_AstroCalcDialog.cpp, lines 3379-3445). Observer-level circumstances from the on-the-fly elements: xi, eta, zeta, u, v, the auxiliary angle, the time correction dt = L cos(psi)/n - (u u' + v v')/n^2, magnitude and altitude.
loc-stellarium-disc-2370	unsourced	Stellarium GitHub discussion #2370 "Eclipse Finder"	https://github.com/Stellarium/stellarium/discussions/2370	Read. Maintainer worachate001 says (2022) that lunar-eclipse contact times and solar eclipse maps were future enhancements. No method detail.
loc-skyfield-807	unsourced	python-skyfield issue #807 "An idea(?) for finding a solar eclipse"	https://github.com/skyfielders/python-skyfield/issues/807	Read. A user proposes separation_from() between apparent topocentric Sun and Moon from wgs84.latlon as the eclipse detector. Feature request, no library function existed.
loc-skyfield-examples	company	Skyfield documentation, "Examples"	https://rhodesmill.org/skyfield/examples.html	Read. Contains the separation_from() and angular-diameter examples (arcsin(radius/distance) times 2). No solar eclipse example and no contact-time function.
loc-pyephem-quick	company	PyEphem documentation, "Quick Reference"	https://rhodesmill.org/pyephem/quick.html	Read. Bodies expose radius and size, separation() gives the angle between two positions, Observer has elevation, pressure and temperature for refraction. No eclipse function.
loc-sunpy-eclipse-amount	company	sunpy documentation, sunpy.coordinates.sun.eclipse_amount	https://docs.sunpy.org/en/stable/generated/api/sunpy.coordinates.sun.eclipse_amount.html	Read. Obscuration from an observer SkyCoord with a constant lunar radius, moon_radius='IAU' (0.2725076) or 'minimum' (0.272281), light-time included, JPL ephemeris recommended.
loc-astropy-common-errors	company	astropy documentation, "Common mistakes" (coordinates)	https://docs.astropy.org/en/stable/coordinates/common_errors.html	Read via search summary only. Warns that separation() is evaluated in the frame of the first coordinate, so a barycentric ICRS separation is not the topocentric separation.
loc-erikbern-2024	unsourced	Erik Bernhardsson, "Predicting solar eclipses with Python" (2024)	https://erikbern.com/2024/04/07/predicting-solar-eclipses-with-python.html	Read. Uses astropy get_body for Sun and Moon at an EarthLocation and minimises moon.separation(sun) with scipy Nelder-Mead. No contact times or obscuration.
loc-spice-gfoclt	primary	NAIF, CSPICE gfoclt_c documentation	https://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/gfoclt_c.html	Read. Occultation types FULL, ANNULAR, PARTIAL, ANY; shapes ELLIPSOID, POINT, DSK; aberration corrections NONE, LT, CN, XLT, XCN; step size must be shorter than the shortest event; SPICE_GF_CNVTOL convergence; example finds the December 2001 solar eclipse from the geocentre.
loc-spice-gfsep	primary	NAIF, CSPICE gfsep_c documentation	https://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/gfsep_c.html	Read. Angular separation search with shapes SPHERE and POINT and relations =, <, >, LOCMIN, LOCMAX, ABSMIN, ABSMAX.
loc-horizons-manual	primary	JPL Solar System Dynamics, "Horizons manual"	https://ssd.jpl.nasa.gov/horizons/manual.html	Read. No eclipse product. Observer tables give apparent RA/Dec, angular diameter and elongation from a topocentric site with an optional refraction model, from which an eclipse can be assembled.
loc-jubier-calc-instr	company	Xavier Jubier, "Solar Eclipse Calculator and Diagram Instructions" (v1.0.6, 2007)	http://xjubier.free.fr/en/site_pages/SolarEclipseCalc_Instructions.html	Read (curl, var/downloads/jubier_calc_instr.html; the host refused the fetch tool). Defines P, V as o'clock, LC limb correction applied to C2 and C3, umbral depth, says refraction is not modelled, limb corrections change C2/C3 by a few seconds, extrapolated Delta T good to better than 0.5 s, and credits Meeus (Elements, Astronomical Algorithms) and Espenak for elements and limb data.
loc-jubier-sem-beads	company	Xavier Jubier, Solar Eclipse Maestro Help, "Baily's Beads Study Window"	http://xjubier.free.fr/en/site_pages/solar_eclipses/Solar_Eclipse_Maestro_Help/pgs/c1sem70.html	Read (curl). LRO limb profile against the Sun's limb at C2, C3 and maximum; horizontal axis position angle of axis in degrees, vertical axis arcseconds relative to k = 0.2725076 (1738.091 km); C2/C3 uncorrected and C2'/C3' corrected; the brown line is the reduced radius k2 used for uncorrected contacts.
loc-jubier-sem-what	company	Xavier Jubier, Solar Eclipse Maestro Help, "What Is Solar Eclipse Maestro?"	http://xjubier.free.fr/en/site_pages/solar_eclipses/Solar_Eclipse_Maestro_Help/pgs/c0sem.html	Read (curl). Lists refraction, lunar limb profile effects and Delta T correction as supported, UTC event times to sub-second, limb corrections and Baily's beads simulation, and the requirement to know the site to about 200 m and the clock to 0.5 s.
loc-pasachoff-jubier-wright-2017	preprint	Jay M. Pasachoff, Xavier M. Jubier and Ernest T. Wright, "Syzygy Information: Lunar Limb Profiles at Total Solar Eclipses", DPS poster 417.17 (2017)	https://sites.williams.edu/eclipse/files/2020/10/ecl17-DPS-Provo-Bailysbeads-417.17-Jubier.pdf	Read (PDF via archive, var/downloads/jubier_poster.txt). States that the umbra outline is a polygon whose sides correspond to single limb valleys, that 18000 limb points reduce to 49 vertices for 2017 August 21 18:00 UTC, that terrain shifts the outline by about h cot(a), that the IAU 2015 radius would lengthen totality by up to 2 s, and proposes 959.98 +/- 0.02 arcsec as the photospheric radius.
loc-occult4-page	company	David Herald, "Occult v4" program page	http://www.lunar-occultations.com/iota/occult4.htm	Read (curl). Lists solar and lunar eclipses among the phenomena Occult predicts and analyses. No method detail on the page.
loc-rasnz-software	trade	RASNZ Occultation Section, "Software"	https://www.occultations.org.nz/software/software.htm	Read. States that Occult predicts solar eclipses, plots maps, computes local circumstances and computes Baily's bead predictions (Windows only).
loc-gae-double-diamond	company	Michael Zeiler, "Double Diamond Ring" (Great American Eclipse)	https://www.greatamericaneclipse.com/double-diamond-ring	Read. Kaguya-derived limb profiles from Herald, processed with Jubier's Solar Eclipse Maestro; each chord of the umbral polygon is one Baily's bead and a vertex between chords is where a double diamond ring is seen.
loc-tpe-technote	company	Crookneck Consulting, "Technical Note: Solar Eclipse Functionality" (The Photographer's Ephemeris)	https://photoephemeris.com/en/help/photo-ephemeris-web/technical-note-solar-eclipse-functionality	Read. Method from Meeus Elements, the Astronomical Almanac 2023 and the 3rd edition Explanatory Supplement; Espenak's NASA elements; Delta T from Meeus Table 10.A, USNO deltat.data and deltat.preds and the NASA polynomial; smooth Moon with limb effects "typically a few seconds, up to about 15 s"; refraction applied to altitude with circular limbs; SRTM/ASTER elevation.
loc-tpe-beads-verification	company	Crookneck Consulting, "Verification of Baily's Beads Simulation" (The Photographer's Ephemeris)	https://photoephemeris.com/en/help/photo-ephemeris-web/verification-of-bailys-beads-simulation/	Read. Kaguya/Herald limb data; default solar radius 959.95 arcsec; 960.01 arcsec (Guhl 2023) gave the best match for the 2023 annular eclipse video beads.
loc-be-solar-radius	trade	Besselian Elements team (Luca Quaglia, John Irwin and others), "The solar radius and its impact on eclipse computations"	https://www.besselianelements.com/the-solar-radius-and-its-impact-on-eclipse-computations/	Read. For 2017 August 21 at the Oregon/Idaho border, moving from 959.63 to about 960 arcsec shortens centreline totality from 130 s to 128 s and near the southern edge from 34 s to 13 s.
loc-be-2013-contacts	trade	Luca Quaglia, Konstantinos Emmanouilidis and John Irwin, "Timing of the internal contacts of the 2013 Nov 03 total solar eclipse by flash spectrum analysis" (Besselian Elements)	https://www.besselianelements.com/timing-of-the-internal-contacts-of-the-2013-nov-03-total-solar-eclipse/	Read. Observed C2 about 1 s later and C3 about 1 s earlier than predicted with 959.63 arcsec, duration about 2 s shorter; limb-profile sampling of 0.2 degrees can move a contact by 0.25 s; compatible radius 959.90 to 960.00 arcsec.
loc-be-maps-accuracy	trade	Besselian Elements team, "Experimentally Testing Eclipse Maps Accuracy" (2024 April 8, Stephenville, Texas)	https://www.besselianelements.com/eclipse-maps-accuracy/	Read. Observed C2 18:39:06.6 and C3 18:39:20.3 UTC, 13.7 s; Irwin's prediction 18:39:06.1 and 18:39:19.0 agreed within uncertainty while other published sources differed by tens of seconds at this near-edge site.
loc-eclipse-chasers-calc	trade	Bill Kramer, "Calculator Details" (eclipse-chasers.com)	https://eclipse-chasers.com/html/tseCalculatorDetails.shtml	Read. DE200/LE200 centre-of-mass elements, refraction from tabulated standard atmospheres, horizon dip above 100 m, optional Watts or Kaguya/Herald limb corrections, deviation under 1 s in duration for most eclipses.
loc-timeanddate-accuracy	company	timeanddate.com, "How accurate are our eclipse calculations?"	https://www.timeanddate.com/eclipse/accuracy.html	Read via search summary. Delta T uncertainty dominates far from the present, path edges limited to 1 to 2 km by the lunar limb profile.
loc-jones-2026-frequency	preprint	Graham Jones, Renate Mauland-Hus, Frank Thomas Tveter, Anne Buckle and others (timeanddate), "The Frequency of Solar Eclipses for a Given Place: A New Approach to a Classic Question", arXiv:2602.04797	https://arxiv.org/abs/2602.04797	Read the abstract only. The timeanddate team's own eclipse engine applied to site frequency statistics.
loc-eclipse-engine	company	R. Herrera Alegría, "Eclipse-Engine" (eclipseradar.com engine), js/besselian.js	https://github.com/RHerAle/Eclipse-Engine	README and js/besselian.js read (var/downloads/eclipse_engine_besselian.js). Observer from the geodetic latitude with N = 1/sqrt(1 - e^2 sin^2), height in units of 6378.1366 km, hour angle mu + lambda - 1.002738 Delta T, two-circle lens obscuration, NASA two-branch magnitude, golden-section for maximum and bisection for contacts on m - L1 and m - |L2|.
loc-aravpanwar-besselian	company	aravpanwar, "besselian: Solar eclipse local circumstances from Besselian elements, intersected with populated places"	https://github.com/aravpanwar/besselian	README read. Python; k1 = 0.272488 and k2 = 0.272281; Delta T = 76.0 s for 2027; validated greatest-eclipse altitude 81.69 versus 81.7 degrees and duration 382.5 s; notes limb adjustments of 1 to 3 s and 1 to 2 km.
loc-sr123-eclipse-2026	company	SR123, "eclipse-2026" interactive simulator, eclipse.js	https://github.com/SR123/eclipse-2026	README and eclipse.js read (var/downloads/sr123_eclipse.js). NASA elements for 2026 August 12 with Delta T = 71.4 s, rho sin/cos phi' with 0.99664719 and no height, lens-area obscuration, NASA two-branch magnitude. Cross-checked against NASA and timeanddate by its author.
loc-spamfour-solareclipse	unsourced	sPaMFouR, "SolarEclipse: Python script to aid with simulating local circumstances"	https://github.com/sPaMFouR/SolarEclipse	README read. astropy and astroplan based. No method statement.
loc-umbra-rs	unsourced	RyuuNeko1107, "umbra-rs: experimental pure-Rust solar eclipse prediction engine"	https://github.com/RyuuNeko1107/umbra-rs	README read. Work in progress at milestone 1, crates unpublished, local circumstances not yet implemented.
loc-libnova-src	company	libnova source tree, src/ (JohannesBuchner mirror)	https://github.com/JohannesBuchner/libnova/tree/master/src	File list read through the GitHub API. Contains solar.c, lunar.c, parallax.c, refraction.c and angular_separation.c but no eclipse module.
loc-solareclipses-obscuration	unsourced	solareclipses.com, "Solar Eclipse Magnitude and Obscuration: classic derivation"	https://solareclipses.com/pages/obscuration_classic_derivation.html	Read. Closed form for obscuration from the magnitude M and radius ratio r with b = r + 1 - 2M, correcting a sign error in Sridhar et al.
loc-sridhar-2012	preprint	Sarrvesh Seethapuram Sridhar, S. Pradeep Sundar, I. Kenny Jackson and P. Kannan, "Detection and Analysis of Solar Eclipse", Proc. SPIE 8285 (2011), arXiv:1206.1437	https://arxiv.org/abs/1206.1437	Abstract read. Image-analysis derivation of magnitude and obscuration from eclipse photographs.
