# slug	grade	title	url	note
earth-nasa-2024-beselm	primary	Besselian Elements for the Total Solar Eclipse of 2024 Apr 08 (NASA Eclipse Web Site)	https://eclipse.gsfc.nasa.gov/SEbeselm/SEbeselm2001/SE2024Apr08Tbeselm.html	Read. Delta-T = 70.6 s, VSOP87/ELP2000-85, k1 = 0.272488, k2 = 0.272281, centre-of-mass lunar coordinates.
earth-eclipsewise-2017	company	Total Solar Eclipse of 2017 Aug 21, EclipseWise prime page (F. Espenak)	https://eclipsewise.com/solar/SEprime/2001-2100/SE2017Aug21Tprime.html	Read. Delta-T = 68.8 s, JPL DE405, k penumbra 0.2725076, k umbra 0.2722810, UT1 = TD - delta-T.
earth-eclipsewise-2024	company	Total Solar Eclipse of 2024 Apr 08, EclipseWise prime page (F. Espenak)	https://eclipsewise.com/solar/SEprime/2001-2100/SE2024Apr08Tprime.html	Read. Delta-T = 71.5 s, JPL DE405, k penumbra 0.2725076, k umbra 0.2722810, tan f1 = 0.0046683, tan f2 = 0.0046450.
earth-nasa-explain	primary	Explanation of Solar Eclipse Predictions (NASA Eclipse Web Site, F. Espenak)	https://eclipse.gsfc.nasa.gov/SEmono/reference/explain.html	Read. Predictions use the best delta-T available at preparation and centre-of-mass positions with no refraction; limb corrections to central durations are given separately.
earth-svs-4314	primary	NASA SVS 4314: 2017 eclipse shadow cones and umbra, visualisation constants (E. Wright)	https://svs.gsfc.nasa.gov/4314	Read from the Wayback Machine snapshot of 2025-12-19 (svs.gsfc.nasa.gov refused connections). Lists Earth radius 6378.137 km, flattening 1/298.257, Moon radius 1737.4 km (k = 0.2723993), Sun radius 696,000 km, DE421, SPICE earth_070425_370426_predict.bpc, Delta UTC 68.184 s, and states that elevations and the lunar limb were ignored in that product.
earth-svs-4515	primary	NASA SVS 4515: 2017 Total Solar Eclipse in the U.S., umbra animation with terrain and limb (E. Wright)	https://svs.gsfc.nasa.gov/4515	Read from the Wayback Machine snapshot of 2026-01-14. Lists Earth radius 6378.137 km, Ellipsoid WGS84, Geoid EGM96, DE421, SPICE earth orientation kernel, Delta UTC 69.184 s and delta-T 68.917 s, DEM SRTM (SIR-C), lunar DEMs LOLA and SLDEM2015.
earth-svs-4517	primary	NASA SVS 4517: Umbra Shapes (E. Wright)	https://svs.gsfc.nasa.gov/4517	Read from the Wayback Machine snapshot of 2025-12-10. Explains the limb-profile point-cloud method, states that observer elevations come from SRTM, and that the western-US elevations in 2017 shift the umbra toward the Sun's azimuth by as much as 3 km.
earth-svs-4518	primary	NASA SVS 4518: 2017 Total Solar Eclipse Map and Shapefiles (E. Wright)	https://svs.gsfc.nasa.gov/4518	Read from the Wayback Machine snapshot of 2025-12-20. Elevations from SRTM, lunar topography from LRO LOLA and Kaguya, DE421, limb profile and eclipse calculations by the visualiser.
earth-svs-5073	primary	NASA SVS 5073: The 2023 and 2024 Solar Eclipses, Map and Data (E. Wright, M. Garrison)	https://svs.gsfc.nasa.gov/5073	Read from the Wayback Machine snapshot of 2026-01-02. Eclipse data calculated with elevation from SRTM, lunar topography from LRO, DE421. Shapefile list (umbra polygons at 1 s and 10 s). No delta-T value is printed on the page.
earth-svs-5123	primary	NASA SVS 5123: The 2024 Total Solar Eclipse (E. Wright, M. Garrison)	https://svs.gsfc.nasa.gov/5123	Read from the Wayback Machine snapshot of 2025-12-09. Same method statement as SVS 5073: SRTM, LRO, DE421. No delta-T value printed.
earth-svs-5219	primary	NASA SVS 5219: 2024 Path of Totality (E. Wright)	https://svs.gsfc.nasa.gov/5219	Read from the Wayback Machine snapshot of 2025-12-12. States that the 2024 umbra and path account for Earth elevations and the irregular lunar limb, linking to SVS 4517 for the method.
earth-smh2016	peer-reviewed	Measurement of the Earth's rotation: 720 BC to AD 2015, F. R. Stephenson, L. V. Morrison and C. Y. Hohenkerk, Proc. R. Soc. A 472, 20160404 (2016)	https://doi.org/10.1098/rspa.2016.0404	Full text read via the Europe PMC XML (PMC5247521), saved as var/downloads/smh2016.txt. Parabola -320.0 + (32.5 +/- 0.6)((year-1825)/100)^2 s, lod +1.78 +/- 0.03 ms/cy observed against +2.3 +/- 0.1 ms/cy tidal, DE430 tidal acceleration -25.82 arcsec/cy^2, spline knots at 5 and 3 year intervals after 1800, IERS TAI-UT1 used as control 1962 to 2015.
earth-mshz2021	peer-reviewed	Addendum 2020 to 'Measurement of the Earth's rotation: 720 BC to AD 2015', L. V. Morrison, F. R. Stephenson, C. Y. Hohenkerk and M. Zawilski, Proc. R. Soc. A 477, 20200776 (2021)	https://doi.org/10.1098/rspa.2020.0776	Abstract only, read through the Semantic Scholar API (the publisher returned HTTP 403). Observed deceleration -4.59 +/- 0.08 x 10^-22 rad/s^2 against tidal -6.39 +/- 0.03, and an oscillation of about 14 centuries.
earth-ms2004	peer-reviewed	Historical values of the Earth's clock error Delta T and the calculation of eclipses, L. V. Morrison and F. R. Stephenson, J. Hist. Astron. 35, 327-336 (2004)	https://ui.adsabs.harvard.edu/abs/2004JHA....35..327M	Not read directly (the ADS PDF link returned an HTML stub). Its spline values and standard errors are quoted from Table 2-1 of the Five Millennium Catalog and from the NASA delta-T pages, which are built on it. Assumes a lunar tidal acceleration of -26 arcsec/cy^2.
earth-usno-deltat	primary	Delta T products (USNO Earth Orientation Department)	https://maia.usno.navy.mil/products/deltaT	Read. Defines delta-T = TT - UT1 and lists deltat.data (monthly since 1973), deltat.preds (long-term predictions from finals.data) and the historic McCarthy and Babcock values.
earth-usno-deltat-data	primary	deltat.data: monthly determinations of TT - UT1 (USNO)	https://maia.usno.navy.mil/ser7/deltat.data	Read on 2026-09-15. 2017 Aug 1: 68.8373 s; 2017 Sep 1: 68.8477 s; 2024 Apr 1: 69.1983 s; 2024 May 1: 69.2018 s; last row 2026 Apr 1: 69.1330 s.
earth-usno-deltat-preds	primary	deltat.preds: long-term predictions of TT - UT1 (USNO)	https://maia.usno.navy.mil/ser7/deltat.preds	Read on 2026-09-15. Columns MJD, year, TT-UT1, UT1-UTC, error. 2025.0: 69.04 +/- 0.088 s; 2026.0: 69.05 +/- 0.189 s; 2028.0: 69.34 +/- 0.486 s; 2030.0: 69.97 +/- 0.768 s.
earth-iers-bulletin-a	primary	IERS Bulletin A, Vol. XXXIX No. 037 (10 September 2026)	https://datacenter.iers.org/data/latestVersion/bulletinA.txt	Read. UT1-UTC = 0.000946 s on MJD 61287, TAI-UTC = 37 s since 2017 Jan 1, no leap second in December 2026, DUT1 = 0.0 s from 2026 Apr 9, polar motion x = 0.20025 arcsec and y = 0.33395 arcsec, prediction accuracies for UT1-UTC of 1.4, 2.4, 3.2 and 4.0 ms at 10, 20, 30 and 40 days.
earth-iers-c04-guide	primary	The combined solution C04 for Earth Orientation Parameters consistent with ITRF 2005, C. Bizouard and D. Gambis (IERS Earth Orientation Centre, Observatoire de Paris)	https://hpiers.obspm.fr/iers/eop/eopc04_08/C04.guide.pdf	Read from the PDF (var/downloads/c04guide.txt). Describes the combination, the UT1-TAI to UT1-UTC translation, and states a present accuracy of about 6 microseconds for UT1.
earth-iers-c04	primary	Earth Orientation Parameters C04 series (IERS Earth Orientation Centre, Observatoire de Paris)	https://hpiers.obspm.fr/eop-pc/index.php?index=C04&lang=en	Read. EOP 20 C04 consistent with ITRF2020, daily values of x, y, UT1-UTC, LOD, dX and dY from 1962.
earth-circ179	primary	The IAU Resolutions on Astronomical Reference Systems, Time Scales, and Earth Rotation Models, G. H. Kaplan, USNO Circular 179 (2005)	https://aa.usno.navy.mil/downloads/Circular_179.pdf	Read from the PDF (var/downloads/circ179.txt). Equation 2.6 for TDB - TT (0.001657 s leading term), the statement that using TT for TDB errs by under 2 ms and under 1 mas for the Moon, the equation of the equinoxes with amplitude about 1 s, and the statement that the IAU 2000 resolutions change quantities only at the level of tens of milliarcseconds.
earth-de430-memo	primary	The Planetary and Lunar Ephemerides DE430 and DE431, W. M. Folkner, J. G. Williams, D. H. Boggs, R. S. Park and P. Kuchynka, IPN Progress Report 42-196 (2014)	https://ipnpr.jpl.nasa.gov/progress_report/42-196/196C.pdf	Read from the PDF kept in var/downloads/folkner2014_de430.pdf. States that the coordinate time of DE430 and DE431 is TDB and gives the TDB - TT expression, and that the origin is the solar-system barycentre.
earth-nga-wgs84	primary	World Geodetic System 1984 (NGA Office of Geomatics)	https://earth-info.nga.mil/?dir=wgs84&action=wgs84	Read. Defining parameters a = 6378137.0 m, 1/f = 298.257223563, omega = 7292115 x 10^-11 rad/s, GM = 3.986004418 x 10^14 m^3/s^2; EGM2008 to degree 2159 with a 2.5-minute geoid grid, EGM96 to degree 360 with a 15-minute grid.
earth-wiki-geoid	unsourced	Geoid (Wikipedia)	https://en.wikipedia.org/wiki/Geoid	Read. Used only for the range of geoid undulation, +85 m (Iceland) to -106 m (southern India). Encyclopaedia, so graded unsourced.
earth-wiki-egm	unsourced	Earth Gravitational Model (Wikipedia)	https://en.wikipedia.org/wiki/Earth_Gravitational_Model	Read. EGM96 degree 360 with a 15-minute grid; EGM2008 degree 2159 with a 2.5-minute grid and accuracy approaching 10 cm. Encyclopaedia, so graded unsourced.
earth-srtm-guide	primary	SRTM Version 3.0 User Guide (NASA JPL and LP DAAC)	https://lpdaac.usgs.gov/documents/179/SRTM_User_Guide_V3.pdf	Read from the PDF (var/downloads/srtm_guide.txt). Heights are metres referenced to the WGS84/EGM96 geoid; the true spatial resolution of the 1 arc-second data is 50 to 80 m; the LP DAAC 3 arc-second product averages 3x3 posts; voids are filled with ASTER GDEM2, GMTED2010 and NED.
earth-srtmgl1	primary	NASA Shuttle Radar Topography Mission Global 1 arc second V003 (SRTMGL1), NASA Earthdata catalog	https://www.earthdata.nasa.gov/data/catalog/lpcloud-srtmgl1-003	Read. 1 arc-second (30 m) posts, 60 N to 56 S, HGT files, DOI 10.5067/MEASURES/SRTM/SRTMGL1.003, openly shared without restriction under the EOSDIS data use guidance.
earth-srtmgl3	primary	NASA Shuttle Radar Topography Mission Global 3 arc second V003 (SRTMGL3), NASA Earthdata catalog	https://www.earthdata.nasa.gov/data/catalog/lpcloud-srtmgl3-003	Read. 3 arc-second (90 m) product derived from the 1 arc-second data by averaging, DOI 10.5067/MEaSUREs/SRTM/SRTMGL3.003, open.
earth-nasadem	primary	NASADEM Merged DEM Global 1 arc second V001, NASA Earthdata catalog	https://www.earthdata.nasa.gov/data/catalog/lpcloud-nasadem-hgt-001	Read. SRTM reprocessed with ICESat GLAS control, ASTER GDEM2 and AW3D30 void fill, 60 N to 56 S, geoid-referenced, DOI 10.5067/MEASURES/NASADEM/NASADEM_HGT.001, open.
earth-astgtm	primary	ASTER Global Digital Elevation Model V003 (ASTGTM), NASA Earthdata catalog	https://www.earthdata.nasa.gov/data/catalog/lpcloud-astgtm-003	Read. 30 m posts, 83 N to 83 S, WGS84/EGM96 geoid, DOI 10.5067/ASTER/ASTGTM.003, open.
earth-copdem	primary	Copernicus DEM (COP-DEM) collection description, Copernicus Data Space Ecosystem	https://dataspace.copernicus.eu/explore-data/data-collections/copernicus-contributing-missions/collections-description/COP-DEM	Read. EEA-10, GLO-30 and GLO-90 from TanDEM-X 2011 to 2015 (WorldDEM), vertical reference EGM2008, absolute vertical accuracy under 4 m at 90 percent linear error, GLO-30 and GLO-90 free with attribution, DOI 10.5270/ESA-c5d3d65.
earth-copdem-aws	primary	Copernicus DEM on the Registry of Open Data on AWS	https://registry.opendata.aws/copernicus-dem/	Read. Buckets s3://copernicus-dem-30m and s3://copernicus-dem-90m (eu-central-1), cloud-optimised GeoTIFFs of the 2021 release, no-sign-request access.
earth-gmted2010	primary	Global Multi-resolution Terrain Elevation Data 2010 (GMTED2010), J. J. Danielson and D. B. Gesch, USGS Open-File Report 2011-1073	https://pubs.usgs.gov/of/2011/1073/pdf/of2011-1073.pdf	Read from the PDF (var/downloads/gmted2010.txt). 30, 15 and 7.5 arc-second products, heights on the EGM96 geoid, aggregated global RMSE 25 to 41 m at 30 arc-seconds and about 10 to 16 m at 7.5 arc-seconds against 1.5 million NGA control points, public domain.
earth-etopo2022	primary	ETOPO Global Relief Model (ETOPO 2022), NOAA NCEI	https://www.ncei.noaa.gov/products/etopo-global-relief-model	Read. 15, 30 and 60 arc-second grids, ice-surface and bedrock versions, a companion geoid-height GeoTIFF, DOI 10.25921/fd45-gt74.
earth-swisseph-swecl	company	Swiss Ephemeris source, swecl.c (eclipse functions), Astrodienst	https://github.com/aloistr/swisseph/blob/master/swecl.c	Read from the local copy var/downloads/swecl.c. Central-line algorithm from Montenbruck, refraction considered only for maxima of partial and non-central eclipses, positions referred to sea level and the mean ellipsoid, a listed error budget (JPL 40 m, refraction, geoid and polar motion a few metres each, under 100 m except near the horizon), the z-scaling device for oblateness, observer altitude limits -500 to 25000 m, a horizon visibility criterion with 34.4556 arcmin of refraction plus dip.
earth-swisseph-swephlib	company	Swiss Ephemeris source, swephlib.c (delta-T and tidal acceleration), Astrodienst	https://github.com/aloistr/swisseph/blob/master/swephlib.c	Read (downloaded 2026-09-15). Delta-T model selection (Stephenson, Morrison and Hohenkerk 2016 before 1955, Astronomical Almanac and IERS tables after, the Stephenson 1997 formula for the future with a 100-year transition) and the tidal-acceleration adjustment -0.000091 (ndot - ndot0)(Y-1955)^2 s.
earth-swisseph-swephexp	company	Swiss Ephemeris header, swephexp.h (SE_TIDAL constants), Astrodienst	https://github.com/aloistr/swisseph/blob/master/swephexp.h	Read (downloaded 2026-09-15). Tidal accelerations per ephemeris: DE200 -23.8946, DE403 and DE404 -25.580, DE405 and DE406 -25.826, DE421 and DE422 -25.85, DE430 -25.82, DE431 -25.80, DE441 -25.936, SE_TIDAL_26 = -26.0, default DE431.
earth-swisseph-doc	company	Swiss Ephemeris general documentation, chapter on Delta T (Astrodienst)	https://www.astro.com/swisseph/swisseph.htm	Read through a fetch summary only. Names the delta-T models and the tidal accelerations per ephemeris.
earth-swisseph-prg	company	Swiss Ephemeris programming interface (swephprg.htm), Astrodienst	https://www.astro.com/swisseph/swephprg.htm	Read through a fetch summary. Eclipse functions take UT and a geopos triple (longitude, latitude, height in metres); the search for the next eclipse anywhere on Earth is independent of delta-T.
earth-stellarium-refraction	company	Stellarium source, src/core/RefractionExtinction.cpp	https://github.com/Stellarium/stellarium/blob/master/src/core/RefractionExtinction.cpp	Read (downloaded 2026-09-15). Saemundsson forward formula and Bennett backward formula as implemented, defaults 1013 mbar and 10 C, cut-offs at -3.54 deg geometric and -3.21783 deg apparent altitude with transition zones.
earth-stellarium-doc	company	Stellarium API documentation, class Refraction	https://stellarium.org/doc/head/classRefraction.html	Read. Describes the class as following the atmospheric-optics literature and notes the handling of altitudes between -2 and -5 degrees.
earth-meeus-aa	trade	Astronomical Algorithms, 2nd edition, J. Meeus (Willmann-Bell, 1998)	https://ui.adsabs.harvard.edu/abs/1998aalg.book.....M	Not read for this note. Its refraction chapter (Saemundsson and Bennett formulas) is quoted from the Stellarium and Swiss Ephemeris source files that cite it, and its delta-T tables are cited by swephlib.c and the Photo Ephemeris note.
earth-meeus-elements	trade	Elements of Solar Eclipses 1951-2200, J. Meeus (Willmann-Bell, 1989)	https://ui.adsabs.harvard.edu/abs/1989esec.book.....M	Not read for this note. Cited by the Photo Ephemeris technical note as the basis of its local circumstances and paths.
earth-saemundsson-1986	trade	Astronomical refraction, Th. Saemundsson, Sky and Telescope 72, 70 (1986)	https://ui.adsabs.harvard.edu/abs/1986S%26T....72...70S	Not read. The formula R = 1.02 / tan(h + 10.3/(h + 5.11)) arcmin is quoted as implemented in Stellarium, which cites this paper via Meeus.
earth-jubier-calc	company	Solar Eclipse Calculator and Diagram, X. Jubier	http://xjubier.free.fr/en/site_pages/SolarEclipseCalc_Diagram.html	Read from the Wayback Machine snapshot of 2026-02-08 (xjubier.free.fr refused connections). Takes latitude, longitude and altitude in metres, shows the Sun-Moon diagram for the astronomical horizon with no refraction, prints the delta-T used per eclipse, and applies a lunar-limb correction LC to second and third contact.
earth-jubier-2024map	company	Mexico - USA - 2024 April 8 Total Solar Eclipse - Interactive Google Map, X. Jubier	http://xjubier.free.fr/en/site_pages/solar_eclipses/TSE_2024_GoogleMapFull.html	Wayback Machine snapshot of 2025-12-30 fetched; the page is JavaScript only and the archived HTML carries no method text, so nothing about its delta-T, elevation source or refraction could be read.
earth-occult4	company	Occult v4 occultation prediction software, D. Herald	http://www.lunar-occultations.com/iota/occult4.htm	Read from the Wayback Machine snapshot of 2025-12-23 (the live site failed TLS). Feature list only: solar and lunar eclipses, 42 downloadable data files. No method statement on delta-T, elevation or refraction.
earth-occult-tutorial	company	Occult tutorial (grazing occultation examples), PDF distributed with Occult	http://www.lunar-occultations.com/iota/occult4.htm	Read from the local copy var/downloads/OccultTutorial.pdf. A graze prediction listing states that path coordinates are referred to WGS84 with the site altitude referenced to mean sea level and that the path is adjusted for refraction at low Moon altitudes.
earth-timeanddate-accuracy	company	How Accurate Are Eclipse Predictions? (Accuracy of Eclipse Times), K. Bikos, timeanddate.com	https://www.timeanddate.com/eclipse/accuracy.html	Read from the Wayback Machine snapshot of 2025-12-24 (the live page returned HTTP 403). Calculations are at sea level, the umbra at Everest is only about 80 m wider, the path position may be off by up to 10 km at high altitude with a low Sun, rise and set times assume a flat horizon.
earth-photoephemeris	company	Technical Note: Solar Eclipse Functionality, The Photographer's Ephemeris	https://photoephemeris.com/en/help/photo-ephemeris-web/technical-note-solar-eclipse-functionality	Read. Based on Meeus (Astronomical Algorithms and Elements of Solar Eclipses), the Astronomical Almanac 2023 and the 2013 Explanatory Supplement; delta-T from USNO data and predictions (2017 changed from 70.3 s to 68.8373 s); elevation from SRTM3, ASTER GDEM or Google Elevation; paths assume sea level with about 500 m of shift per 1000 m of elevation; simulator refraction from the US Standard Atmosphere.
earth-eclipse-chasers	trade	Eclipse Calculator Details, eclipse-chasers.com (B. Kramer)	https://eclipse-chasers.com/html/tseCalculatorDetails.shtml	Read. DE200/LE200 elements, refraction from the two Astronomical Almanac formulas (0.00452 P / ((273+T) tan a) above 15 degrees and the low-altitude rational formula below), horizon dip for elevated observers, Watts or Kaguya limb data.
